"male_normal_vs_deep"	"male_normal_vs_shallow"	"male_shallow_vs_deep"	"female_normal_vs_deep"	"female_normal_vs_shallow"	"female_shallow_vs_deep"
"ENSG00000017427.17_IGF1"	0	0	0	0	0	0
"ENSG00000017483.15_SLC38A5"	0	0	0	0	0	0
"ENSG00000017797.13_RALBP1"	0	0	0	0	0.27436461653737	0
"ENSG00000018189.13_RUFY3"	0	-0.18383231932329	0	0	0	0
"ENSG00000018236.15_CNTN1"	0	0	0	0	0	0
"ENSG00000018280.17_SLC11A1"	0	0	0	0	0.866961347319604	0
"ENSG00000018408.15_WWTR1"	0	0	0	0	0	0
"ENSG00000018510.17_AGPS"	-0.772162103446137	0	-0.88240381139471	0	0	0
"ENSG00000018607.7_ZNF806"	NA	NA	NA	NA	NA	NA
"ENSG00000018610.15_CXorf56"	0	-0.217557246420134	0	0	-0.214334884915646	0
"ENSG00000018625.15_ATP1A2"	0	0	0	0	0	0
"ENSG00000018699.13_TTC27"	0	0	0	0	-0.224083361318958	0
"ENSG00000018869.17_ZNF582"	0	0	0	0	0	0
"ENSG00000019102.12_VSIG2"	0	0	0	0	0	0
"ENSG00000019144.19_PHLDB1"	0	0	0	0	0	0
"ENSG00000019169.10_MARCO"	0	0	0	0	0	0
"ENSG00000019186.10_CYP24A1"	0	-1.35856749497409	0	0	0	0
"ENSG00000019485.13_PRDM11"	0	0	0	0	-0.258602558339899	0
"ENSG00000019505.8_SYT13"	0	0	0	0	0	0
"ENSG00000019549.13_SNAI2"	0	0	0	0	0	0
"ENSG00000019582.15_CD74"	0	0.48291351564356	0	0	0.65521401104754	0
"ENSG00000019991.18_HGF"	0	0	0	0	0	0
"ENSG00000019995.6_ZRANB1"	0	0	0	0	0	0
"ENSG00000020129.16_NCDN"	1.29696265612758	0	1.1417393878758	0	0	0
"ENSG00000020181.18_ADGRA2"	0	0	0	0	0	0
"ENSG00000020219.9_CCT8L1P"	NA	0	NA	NA	NA	NA
"ENSG00000020256.20_ZFP64"	0	-0.153372257198382	0	0	-0.185911654604295	0
"ENSG00000020426.11_MNAT1"	-0.96308054082547	0	-1.0070202669639	0	0	0
"ENSG00000020577.14_SAMD4A"	0	0	0	0	0	0
"ENSG00000020633.19_RUNX3"	0	0.375697596833309	0	0	0	0
"ENSG00000020922.13_MRE11"	0	-0.279990930903215	0	0	-0.357572489314349	0
"ENSG00000021300.14_PLEKHB1"	0	0	0	0	-0.751903231962479	0
"ENSG00000021355.13_SERPINB1"	0	0.374833798213931	0	0	0.448915384452905	0
"ENSG00000021461.17_CYP3A43"	0	0	NA	NA	-1.54695571901933	NA
"ENSG00000021488.13_SLC7A9"	0	0	0	0	0	0
"ENSG00000021574.13_SPAST"	0	0	0	0	0	0
"ENSG00000021645.20_NRXN3"	0	0	0	0	0	0
"ENSG00000021762.20_OSBPL5"	0	0	0	0	0	0
"ENSG00000021776.11_AQR"	0	0.411736856052937	0	1.28923495477459	0.433258852726943	0.855976102047649
"ENSG00000021826.17_CPS1"	NA	NA	NA	0	-1.13891803294514	0
"ENSG00000021852.13_C8B"	NA	0	NA	NA	NA	NA
"ENSG00000022267.19_FHL1"	0	0	0	0	0	0
"ENSG00000022277.13_RTF2"	0	-0.307420447366173	0	0	-0.465562099270174	0
"ENSG00000022355.18_GABRA1"	NA	0	NA	NA	NA	NA
"ENSG00000022556.16_NLRP2"	0	0.892744182011122	0	0	0	0
"ENSG00000022567.10_SLC45A4"	0	0	0	0	0	0
"ENSG00000022840.16_RNF10"	0	0	0	0	0	0
"ENSG00000022976.15_ZNF839"	0	0.246994474795949	0	0	0	0
"ENSG00000023041.11_ZDHHC6"	0	0	0	0	0	0
"ENSG00000023171.18_GRAMD1B"	0	0.501829435735684	0	0	0.703126439347185	0
"ENSG00000023191.17_RNH1"	0	0	0	0	0	0
"ENSG00000023228.14_NDUFS1"	0	0	-0.722055038226463	0	0	0
"ENSG00000023287.13_RB1CC1"	0	-0.317255357696193	0	0	0	0
"ENSG00000023318.8_ERP44"	0	0	0	0	0	0
"ENSG00000023330.15_ALAS1"	0	0.263174429402747	0	0	0.275581801426484	0
"ENSG00000023445.16_BIRC3"	0	0.403833340981009	0	0	0.995724889592334	0
"ENSG00000023516.9_AKAP11"	0	-0.440856119480371	0	0	-0.275267993984289	0
"ENSG00000023572.10_GLRX2"	0	0	0	0	0	0
"ENSG00000023608.5_SNAPC1"	-0.843111009108767	0	-0.883792275065061	0	0	0
"ENSG00000023697.13_DERA"	0	0	0	0	0	0
"ENSG00000023734.11_STRAP"	0	0	0	0	0	0
"ENSG00000023839.12_ABCC2"	0	0	0	0	0	0
"ENSG00000023892.11_DEF6"	0	0	0	0	0	0
"ENSG00000023902.14_PLEKHO1"	0	0	0	0	0	0
"ENSG00000023909.10_GCLM"	0	0	0	0	0	0
"ENSG00000024048.11_UBR2"	-0.760292771825147	0	-0.691167764198036	0	0	0
"ENSG00000024422.12_EHD2"	0	0	1.77679764520195	0	0	0
"ENSG00000024526.17_DEPDC1"	-1.28807184103939	0.262829231168107	-1.5509010722075	0	0.434434716774397	0
"ENSG00000024862.18_CCDC28A"	0	-0.17408191836476	0	0	-0.277216294081672	0
"ENSG00000025039.15_RRAGD"	0	0	0	0	0	0
"ENSG00000025156.13_HSF2"	0	0	0	0	0	0
"ENSG00000025293.17_PHF20"	0	-0.276098584351107	0	0	-0.357333153446901	0
"ENSG00000025423.11_HSD17B6"	0	-0.363001581570223	0	0	0	0
"ENSG00000025434.19_NR1H3"	0	0	0	0	0	0
"ENSG00000025708.14_TYMP"	0	0.514450117057022	0	0	1.00499774607639	0
"ENSG00000025770.19_NCAPH2"	0	0	0	0	0	0
"ENSG00000025772.8_TOMM34"	0	-0.277087695912093	0	0	-0.469180396582485	0
"ENSG00000025796.14_SEC63"	0	0	0	0	0	0
"ENSG00000025800.14_KPNA6"	0	0	0	0	0.175747249044941	0
"ENSG00000026025.16_VIM"	0	0	0	0	0	0
"ENSG00000026036.22_RTEL1-TNFRSF6B"	0	-0.387901532476861	0	0	0	0
"ENSG00000026103.22_FAS"	0	0.35443289916691	0	0	0.668657708607451	0
"ENSG00000026297.16_RNASET2"	0	0	0	0	-0.39147527321196	0
"ENSG00000026508.20_CD44"	0	0	0	0	0	0
"ENSG00000026559.14_KCNG1"	0	0	0	0	-0.854816449007612	0
"ENSG00000026652.15_AGPAT4"	0	0	0	0	0	0
"ENSG00000026751.17_SLAMF7"	0	0	0	0	0	0
"ENSG00000026950.17_BTN3A1"	0	0.229859849163352	0	0	0.32002876769035	-1.35212072132718
"ENSG00000027001.10_MIPEP"	0	-0.273083776215042	0	0	0	0
"ENSG00000027075.15_PRKCH"	0	0	0	0	0.324082667369403	0
"ENSG00000027644.5_INSRR"	0	0	NA	0	0	0
"ENSG00000027697.15_IFNGR1"	0	0	0	0	0	0
"ENSG00000027847.14_B4GALT7"	0	0	0	0	0	0
"ENSG00000027869.12_SH2D2A"	0	0	0	0	0	0
"ENSG00000028116.18_VRK2"	0	0	-0.836020503152722	0	0	0
"ENSG00000028137.19_TNFRSF1B"	0	0	0	0	0	0
"ENSG00000028203.18_VEZT"	-0.79004494220646	0	-0.832200552305655	0	0.227193454687093	0
"ENSG00000028277.21_POU2F2"	0	0	0	0	0	0
"ENSG00000028310.18_BRD9"	0.724312141488863	0	0.762654810928851	0	0	0
"ENSG00000028528.15_SNX1"	0	0.282709475887325	0	0	0.379156597783126	0
"ENSG00000028839.10_TBPL1"	0	0	0	0	0	0
"ENSG00000029153.14_ARNTL2"	0	0.287542660201573	0	0	0.720874774257505	0
"ENSG00000029363.17_BCLAF1"	0	0	0	0	0	0
"ENSG00000029364.12_SLC39A9"	-0.986691506014054	0	-1.03671891995388	0	0.145542183439552	0
"ENSG00000029534.21_ANK1"	0	0.69903680422381	0	NA	NA	NA
"ENSG00000029559.7_IBSP"	0	1.00278834230963	0	3.92644430104938	0	0
"ENSG00000029639.11_TFB1M"	0	0	0	0	0	0
"ENSG00000029725.17_RABEP1"	0	0	0	0	0.281834755968869	0
"ENSG00000029993.15_HMGB3"	0	0.193005465982035	0	0	0	0
"ENSG00000030066.13_NUP160"	0	0	0	0	0	0
"ENSG00000030110.13_BAK1"	0	0.288425149241222	0	0	0.379585665047741	0
"ENSG00000030304.14_MUSK"	0	0	0	0	0	0
"ENSG00000030419.16_IKZF2"	0	0	0	0	0	0
"ENSG00000030582.18_GRN"	0	0	0	0	0	0
"ENSG00000031003.10_FAM13B"	0	0	0	0	0	0
"ENSG00000031081.11_ARHGAP31"	0	0	0	0	0	0
"ENSG00000031691.7_CENPQ"	0	0	0	0	0	0
"ENSG00000031698.13_SARS1"	0	0	0	0	0	0
"ENSG00000031823.14_RANBP3"	0.647393232779642	0	0.638519745289067	0	0	0
"ENSG00000032219.19_ARID4A"	0	0	0	0	0	0
"ENSG00000032389.13_EIPR1"	0	0	0	0	0	0
"ENSG00000032444.17_PNPLA6"	1.04190567393177	0	1.05124987462161	0	0	0
"ENSG00000032742.18_IFT88"	0	-0.368166280742817	0	0	-0.265297834823424	0
"ENSG00000033011.13_ALG1"	0	0	0	0	-0.237291915697116	0
"ENSG00000033030.15_ZCCHC8"	0	0.107276267118398	0	0	0.19178869494367	0
"ENSG00000033050.9_ABCF2"	0	0	0	0	0	0
"ENSG00000033100.16_CHPF2"	0	0	0.808784390307112	0	0	0
"ENSG00000033122.21_LRRC7"	0	0	0	0	0.366594071644316	0
"ENSG00000033170.17_FUT8"	0	0.60703824365338	0	0	0.543850899671863	0
"ENSG00000033178.13_UBA6"	-1.3230929750079	0	-1.35552325666509	0	0	0
"ENSG00000033327.13_GAB2"	0	0	0	0	0	0
"ENSG00000033627.17_ATP6V0A1"	0	0	0	0	0	0
"ENSG00000033800.14_PIAS1"	0	0.294164425695568	0	0	0.470529337582156	0
"ENSG00000033867.16_SLC4A7"	-1.50926723354337	0	-1.35108157642031	0	0	0
"ENSG00000034053.14_APBA2"	0	0	0	0	0	0
"ENSG00000034152.19_MAP2K3"	0.982691059699706	0.209648511267629	0	0	0.315714422168258	0
"ENSG00000034239.11_EFCAB1"	0	0	NA	0	-0.522265061122356	0
"ENSG00000034510.6_TMSB10"	0	0	0	0	0	0
"ENSG00000034533.12_ASTE1"	0	-0.207239677525571	0	0	-0.251610863841016	0
"ENSG00000034677.13_RNF19A"	0	0	0	0	0	0
"ENSG00000034693.15_PEX3"	0	-0.174837574916868	0	0	-0.20968925344286	0
"ENSG00000034713.8_GABARAPL2"	0	-0.152342018340734	0	-1.03051963734515	0	-0.897255373953574
"ENSG00000034971.17_MYOC"	0	0	NA	0	0	0
"ENSG00000035115.22_SH3YL1"	0	0	0	0	-0.35923542554114	0
"ENSG00000035141.8_FAM136A"	0	0	0	0	0	0
"ENSG00000035403.18_VCL"	0	0	0	0	0.250631406176126	0
"ENSG00000035499.13_DEPDC1B"	0	0.241520628979238	0	0	0	0
"ENSG00000035664.11_DAPK2"	0	0	0	0	0	0
"ENSG00000035681.9_NSMAF"	0	0	0	0	0	0
"ENSG00000035687.10_ADSS2"	0	0	0	0	0	0
"ENSG00000035720.8_STAP1"	0	0.91853124677911	0	0	0	0
"ENSG00000035862.12_TIMP2"	0	0	0	0	0	0
"ENSG00000035928.16_RFC1"	0	0	0	0	0	0
"ENSG00000036054.13_TBC1D23"	0	0	0	0	0	0
"ENSG00000036257.13_CUL3"	0	0	0	0	0	0
"ENSG00000036448.10_MYOM2"	0	0	0	0	0	0
"ENSG00000036473.8_OTC"	0	0.928263228450557	0	0	1.28744755051285	0
"ENSG00000036530.9_CYP46A1"	0	0	NA	0	0	0
"ENSG00000036549.13_ZZZ3"	-0.983267906110815	0	-0.968472778653	0	0	0
"ENSG00000036565.15_SLC18A1"	0	2.09885217280188	0	0	0.742854438135124	0
"ENSG00000036672.16_USP2"	0	0	0	NA	NA	NA
"ENSG00000036828.17_CASR"	0	0	NA	0	0	NA
"ENSG00000037042.9_TUBG2"	1.0893336201773	0	1.19395085921459	0	0	0
"ENSG00000037241.7_RPL26L1"	0	0	0	0	0	0
"ENSG00000037280.16_FLT4"	0	0	0	0	0	0
"ENSG00000037474.15_NSUN2"	0	0	0	0	0	0
"ENSG00000037637.11_FBXO42"	0	0	0	0	0	0
"ENSG00000037749.12_MFAP3"	0	0	0	0	0	0
"ENSG00000037757.14_MRI1"	0	0	0	0	0	0
"ENSG00000037897.17_METTL1"	0	0	0	0	0	0
"ENSG00000037965.6_HOXC8"	0	0	0	0	0.940119573390906	0
"ENSG00000038002.9_AGA"	0	0	0	0	0	0
"ENSG00000038210.14_PI4K2B"	0	0	-0.903228472684175	0	0	0
"ENSG00000038219.13_BOD1L1"	0	0	0	0	0	0
"ENSG00000038274.17_MAT2B"	0	0	0	0	0	0
"ENSG00000038295.8_TLL1"	0	0	0	0	0.612887600103351	0
"ENSG00000038358.15_EDC4"	0	0	0	0	0	0
"ENSG00000038382.20_TRIO"	0	-0.247678193532583	0	0	-0.308196041434838	0
"ENSG00000038427.16_VCAN"	0	0	0	0	0	0
"ENSG00000038532.16_CLEC16A"	0	0	0	0	0	0
"ENSG00000038945.15_MSR1"	0	0	0	0	0.656542540701825	0
"ENSG00000039068.19_CDH1"	0	0	0	0	0	0
"ENSG00000039123.16_MTREX"	0	0	0	0	0	0
"ENSG00000039139.9_DNAH5"	0	0	0	0	0	0
"ENSG00000039319.17_ZFYVE16"	0	0	0	0	0	0
"ENSG00000039523.20_RIPOR1"	0	0	0	0	0	0
"ENSG00000039537.14_C6"	0	0	0	0	0	0
"ENSG00000039560.14_RAI14"	0	0	0	0	0	0
"ENSG00000039600.11_SOX30"	0	0	0	0	0	0
"ENSG00000039650.12_PNKP"	0	0	0	0	0	0
"ENSG00000039987.7_BEST2"	0	0	0	0	0	0
"ENSG00000040199.18_PHLPP2"	0	0	0	0	0.480806280494026	0
"ENSG00000040275.17_SPDL1"	0	0.191349886904325	0	0	0	0
"ENSG00000040341.18_STAU2"	0	0	0	0	0	0
"ENSG00000040487.13_SLC66A1"	1.03916830734513	0	1.03596042433601	0	0	0
"ENSG00000040531.16_CTNS"	0	0	0	0	0	0
"ENSG00000040608.14_RTN4R"	0	0	0	0	0.430021978161135	0
"ENSG00000040633.13_PHF23"	0	0.267492890924349	0	0	0.212568547935491	0
"ENSG00000040731.10_CDH10"	0	0	NA	NA	0	NA
"ENSG00000040933.16_INPP4A"	0	0	0	0	0	0
"ENSG00000041353.10_RAB27B"	0	0.939429088316654	0	0	0.995113735022698	0
"ENSG00000041357.16_PSMA4"	0	0.459429444068672	0	0	0.492506319783845	0
"ENSG00000041515.16_MYO16"	0	0	NA	0	0	0
"ENSG00000041802.11_LSG1"	0	0	0	0	-0.176353572788235	0
"ENSG00000041880.14_PARP3"	0	0.222382611043964	0	0	0	0
"ENSG00000041982.16_TNC"	0	0	0	0	0.486402961211034	0
"ENSG00000041988.15_THAP3"	0	0	0	0	0	0
"ENSG00000042062.13_RIPOR3"	0	0	0	0	0	0
"ENSG00000042088.14_TDP1"	-0.817375054145354	0	-0.917670508627393	0	0	0
"ENSG00000042286.15_AIFM2"	0	0	0	0	0	0
"ENSG00000042304.12_C2orf83"	NA	0	NA	NA	NA	NA
"ENSG00000042317.17_SPATA7"	0	0	0	0	0	0
"ENSG00000042429.12_MED17"	0	-0.257421773494879	0	0	0	0
"ENSG00000042445.14_RETSAT"	0	0	0	0	0.317123477848381	0
"ENSG00000042493.16_CAPG"	0	0	0	0	0	0
"ENSG00000042753.12_AP2S1"	0	0	0	0	0	0
"ENSG00000042781.14_USH2A"	0	0	NA	0	0	0
"ENSG00000042813.8_ZPBP"	0	0	NA	NA	0	NA
"ENSG00000042832.12_TG"	0	0	0	0	0	0
"ENSG00000042980.13_ADAM28"	0	0.416039889168829	0	0	0.635521908217069	0
"ENSG00000043039.7_BARX2"	0	0.778681831540875	0	0	1.24954418123305	0
"ENSG00000043093.15_DCUN1D1"	0	0	0	0	0	0
"ENSG00000043143.20_JADE2"	0	0	0	0	0	0
"ENSG00000043355.12_ZIC2"	0	0.823961352109589	0	0	1.13551452904599	0
"ENSG00000043462.13_LCP2"	0	0	0	0	0.591359645737702	0
"ENSG00000043514.17_TRIT1"	0	0	0	0	0	0
"ENSG00000043591.6_ADRB1"	0	0.786180073763866	0	0	0	0
"ENSG00000044012.4_GUCA2B"	NA	NA	NA	NA	NA	NA
"ENSG00000044090.10_CUL7"	0	0	0	0	0	0
"ENSG00000044115.21_CTNNA1"	0	0	0	0	0	0
"ENSG00000044446.12_PHKA2"	0	0	0	0	0	0
"ENSG00000044459.15_CNTLN"	0	0	0	0	0.625118195135532	0
"ENSG00000044524.11_EPHA3"	0	0	0	0	-0.46198003353678	0
"ENSG00000044574.8_HSPA5"	0	0.296364120928223	0	0	0.241802968210673	0
"ENSG00000046604.13_DSG2"	0	0.190212645110219	0	0	0.26053042193112	0
"ENSG00000046647.13_GEMIN8"	0	-0.205690647902944	0	0	0	0
"ENSG00000046651.15_OFD1"	0	-0.251880847997093	0	0	0	0
"ENSG00000046653.15_GPM6B"	0	0	0	0	0	0
"ENSG00000046774.10_MAGEC2"	0	2.11383702426646	NA	0	-2.99563896183489	NA
"ENSG00000046889.19_PREX2"	0	0	0	0	0.386252086148243	0
"ENSG00000047056.16_WDR37"	0	0	0	0	0.195181941328111	0
"ENSG00000047188.16_YTHDC2"	0	0	0	0	0.249996056685605	0
"ENSG00000047230.15_CTPS2"	0	0	0	0	0	0
"ENSG00000047249.18_ATP6V1H"	0	-0.176138058921017	0	0	-0.17260071262304	0
"ENSG00000047315.17_POLR2B"	-0.722185203729773	0	-0.768570967558098	0	0	0
"ENSG00000047346.12_FAM214A"	0	0	0	0	0.368645182786072	0
"ENSG00000047365.12_ARAP2"	-1.48719894844572	0	-1.59037699304212	0	0.36979461637712	0
"ENSG00000047410.14_TPR"	0	0	0	0	0	0
"ENSG00000047457.14_CP"	0	0	0	0	0	0
"ENSG00000047578.13_KATNIP"	0	0	0	0	0	0
"ENSG00000047579.20_DTNBP1"	0	-0.182247706225265	0	0	-0.235917563862459	0
"ENSG00000047597.7_XK"	0	0	0	0	0	0
"ENSG00000047617.15_ANO2"	0	0.363838425417314	0	0	0.556047046296532	0
"ENSG00000047621.12_C12orf4"	-0.988825201300681	0	-1.12540438469285	0	0	0
"ENSG00000047634.15_SCML1"	0	0	0	0	0	0
"ENSG00000047644.19_WWC3"	0	-0.284005426304502	0	0	0	0
"ENSG00000047648.23_ARHGAP6"	0	-0.540200478007964	0	0	0	0
"ENSG00000047662.5_FAM184B"	0	0	0	0	-0.702094847956223	0
"ENSG00000047849.21_MAP4"	0	0	0	0	0	0
"ENSG00000047932.14_GOPC"	0	0	0	0	0	0
"ENSG00000047936.11_ROS1"	0	-0.954787512324586	4.7146651270533	0	0	0
"ENSG00000048028.11_USP28"	0	0	0	0	0	0
"ENSG00000048052.22_HDAC9"	0	0	0	0	0	0
"ENSG00000048140.18_TSPAN17"	0	0	0	0	0	0
"ENSG00000048162.21_NOP16"	0	0	0	0	0	0
"ENSG00000048342.17_CC2D2A"	0	0	0	0	0	0
"ENSG00000048392.12_RRM2B"	0	0	0	0	0	0
"ENSG00000048405.10_ZNF800"	0	-0.176062730747915	0	0	-0.198672421083598	0
"ENSG00000048462.11_TNFRSF17"	0	0	0	0	0	0
"ENSG00000048471.14_SNX29"	0	0	0	0	0	0
"ENSG00000048540.15_LMO3"	0	0	0	0	0	0
"ENSG00000048544.6_MRPS10"	0	0	0	NA	NA	NA
"ENSG00000048545.16_GUCA1A"	NA	0	NA	NA	NA	NA
"ENSG00000048649.13_RSF1"	0	0	0	0	0	0
"ENSG00000048707.15_VPS13D"	0	0	0	0	0.265047529386775	0
"ENSG00000048740.18_CELF2"	0	0	0	0	0.285486284632826	0
"ENSG00000048828.17_FAM120A"	0	0	0	0	0.12337710880256	0
"ENSG00000048991.16_R3HDM1"	0	0	0	0	0	0
"ENSG00000049089.15_COL9A2"	0	0	0	0	0.460533656794225	0
"ENSG00000049130.16_KITLG"	0	0.377866331173833	-1.80846063151093	0	0.569800739440226	0
"ENSG00000049167.15_ERCC8"	-0.996211933803454	0	-0.910370469498705	0	0	0
"ENSG00000049192.15_ADAMTS6"	0	0	0	0	0	0
"ENSG00000049239.13_H6PD"	0	0	0	0	0	0
"ENSG00000049245.13_VAMP3"	0	0	0	0	0	0
"ENSG00000049246.14_PER3"	0	0	0	0	0	0
"ENSG00000049247.14_UTS2"	0	1.00060053044628	0	0	1.46340713664617	0
"ENSG00000049249.9_TNFRSF9"	0	0	0	0	0.430855009165887	0
"ENSG00000049283.18_EPN3"	0	0	0	0	0	0
"ENSG00000049323.16_LTBP1"	0	0	0	0	0	0
"ENSG00000049449.10_RCN1"	0	0	0	0	-0.223882528770495	0
"ENSG00000049540.18_ELN"	0	-0.390013808005376	0	0	0	0
"ENSG00000049541.11_RFC2"	0	0	0	0	0	0
"ENSG00000049618.24_ARID1B"	0	0	0	0	0	0
"ENSG00000049656.14_CLPTM1L"	0	-0.148641285100146	0	0	0	0
"ENSG00000049759.19_NEDD4L"	0	0	0	0	0.256399708704397	0
"ENSG00000049768.16_FOXP3"	0	0	0	0	0	0
"ENSG00000049769.14_PPP1R3F"	0	-0.404339939107352	0	0	0	0
"ENSG00000049860.14_HEXB"	0	0	0	0	-0.160772753653901	0
"ENSG00000049883.15_PTCD2"	0	0	0	0	0	0
"ENSG00000050030.16_NEXMIF"	0	0	NA	0	0	0
"ENSG00000050130.18_JKAMP"	-0.916999251485294	0	-1.04333827360355	0	0.199363361414961	0
"ENSG00000050165.18_DKK3"	0	0	0	0	0	0
"ENSG00000050327.15_ARHGEF5"	0	0	0	0	0	0
"ENSG00000050344.9_NFE2L3"	0	-0.287986385740411	0	0	-0.381243007716567	0
"ENSG00000050393.11_MCUR1"	0	-0.161990456022088	0	0	0	0
"ENSG00000050405.13_LIMA1"	0	0.287581969716349	0	0	0.519966314885422	0
"ENSG00000050426.16_LETMD1"	0	0	0	0	0	0
"ENSG00000050438.17_SLC4A8"	0	0	0	0	-0.733088343623457	0
"ENSG00000050555.19_LAMC3"	0	0	0	0	0	0
"ENSG00000050628.20_PTGER3"	0	0	0	0	0	0
"ENSG00000050730.16_TNIP3"	0	0	0	0	0	0
"ENSG00000050748.18_MAPK9"	0	0	0	0	0	0
"ENSG00000050767.17_COL23A1"	0	0.458912886673496	0	0	0.491857599507299	0
"ENSG00000050820.17_BCAR1"	1.08206272874351	0	0.981432016140341	0	0	0
"ENSG00000051009.11_FAM160A2"	0	0	0	0	0	0
"ENSG00000051108.15_HERPUD1"	0	0	0	0	0	0
"ENSG00000051128.19_HOMER3"	0	-0.368329983856471	0	0	-0.478095078401777	0
"ENSG00000051180.17_RAD51"	1.26345086632191	0.57673622353295	0	1.50538107093032	0.620464085595838	0
"ENSG00000051341.14_POLQ"	-1.50660236697545	0	-1.54673427495978	0	0	0
"ENSG00000051382.9_PIK3CB"	0	0	0	0	0	0
"ENSG00000051523.11_CYBA"	0	0	0	0	0	0
"ENSG00000051596.10_THOC3"	0	0	0	0	0	0
"ENSG00000051620.11_HEBP2"	0	0	0	0	-0.196478371591552	0
"ENSG00000051825.15_MPHOSPH9"	-1.52934268121583	0.219010622483335	-1.74835330369917	0	0.348053151204428	0
"ENSG00000052126.14_PLEKHA5"	0	0	0	0	0	0
"ENSG00000052344.16_PRSS8"	0	-0.267294489725623	0	0	0	0
"ENSG00000052723.12_SIKE1"	-0.964365708672006	0	-0.880642739944897	0	0	0
"ENSG00000052749.14_RRP12"	0	0	0	0	0	0
"ENSG00000052795.13_FNIP2"	0	0	0	0	0.404844184535011	0
"ENSG00000052802.13_MSMO1"	0	0	0	0	0	0
"ENSG00000052841.15_TTC17"	0	-0.175535095045278	0	0	-0.178049306221479	0
"ENSG00000052850.8_ALX4"	0	0	NA	NA	0	NA
"ENSG00000053108.17_FSTL4"	0	0.954547746722161	0	0	0	0
"ENSG00000053254.16_FOXN3"	0	0	0	0	0	0
"ENSG00000053328.8_METTL24"	0	0	0	0	0	0
"ENSG00000053371.12_AKR7A2"	0	0	0	0	0	0
"ENSG00000053372.5_MRTO4"	0	0	0	0	0	0
"ENSG00000053438.11_NNAT"	0	-0.93208271709509	0	0	0	0
"ENSG00000053501.13_USE1"	0	0	0	0	-0.260450381949183	0
"ENSG00000053524.12_MCF2L2"	0	0	0	0	0	0
"ENSG00000053702.15_NRIP2"	0	0	0	0	0	0
"ENSG00000053747.17_LAMA3"	0	0	0	0	0.855927151056379	0
"ENSG00000053770.12_AP5M1"	-1.25761169712001	0	-1.41870906893428	0	0.253914524819997	0
"ENSG00000053900.11_ANAPC4"	0	0	0	0	0	0
"ENSG00000053918.18_KCNQ1"	0	0	0	0	0	0
"ENSG00000054116.12_TRAPPC3"	0	0	0	0	0	0
"ENSG00000054118.15_THRAP3"	0	0.195096852805215	0	0.586598102853814	0.271939378311816	0
"ENSG00000054148.18_PHPT1"	0	0	0	0	0	0
"ENSG00000054179.12_ENTPD2"	0	0	0	0	0	0
"ENSG00000054219.11_LY75"	0	-0.241506395655036	0	0	-0.474482995075794	0
"ENSG00000054267.22_ARID4B"	0	0	0	0	0	0
"ENSG00000054277.14_OPN3"	0	-0.356781655387333	0	0	0	0
"ENSG00000054282.16_SDCCAG8"	0	0	0	0	0	0
"ENSG00000054356.14_PTPRN"	0	0	0	NA	NA	NA
"ENSG00000054392.13_HHAT"	0	0	0	0	0	0
"ENSG00000054523.18_KIF1B"	0	0	-0.990646789697635	0	0.317326062714737	0
"ENSG00000054598.9_FOXC1"	0	0	0	0	0	0
"ENSG00000054611.14_TBC1D22A"	0	0	0	0	0	0
"ENSG00000054654.19_SYNE2"	0	0	-1.31334733059431	0	0	0
"ENSG00000054690.14_PLEKHH1"	0	0	0	0	0.292665096299743	0
"ENSG00000054793.14_ATP9A"	0	-0.43266309864451	0	0	-0.585309940870434	0
"ENSG00000054796.13_SPO11"	NA	NA	NA	NA	NA	NA
"ENSG00000054803.4_CBLN4"	0	0	NA	0	0	0
"ENSG00000054938.16_CHRDL2"	0	0	0	0	0	0
"ENSG00000054965.11_FAM168A"	0	0	0	0	0	0
"ENSG00000054967.13_RELT"	0	0	0	0	0.296370714773745	0
"ENSG00000054983.17_GALC"	0	0	0	0	0	0
"ENSG00000055044.11_NOP58"	0	0	0	0	0	0
"ENSG00000055070.17_SZRD1"	0	0	0	0	0.192210847487292	0
"ENSG00000055118.16_KCNH2"	0	-0.393668029083468	0	0	0	0
"ENSG00000055130.17_CUL1"	0	0	0	0	0	0
"ENSG00000055147.19_FAM114A2"	0	0	0	0	0	0
"ENSG00000055163.20_CYFIP2"	0	0	0	0	0	0
"ENSG00000055208.19_TAB2"	0	0	0	0	0	0
"ENSG00000055211.14_GINM1"	0	0	0	0	0	0
"ENSG00000055332.18_EIF2AK2"	0	0	0	0	0	0
"ENSG00000055483.19_USP36"	0	0	0.869612724730513	0	0	0
"ENSG00000055609.19_KMT2C"	0	0	0	0	0	0
"ENSG00000055732.13_MCOLN3"	0	0	0	0	0.781292594147489	0
"ENSG00000055813.6_CCDC85A"	0	0	NA	0	0	0
"ENSG00000055917.16_PUM2"	0	0	0	0	0	0
"ENSG00000055950.16_MRPL43"	0	0	0	0	0	0
"ENSG00000055955.17_ITIH4"	0	0	NA	0	0.680251828301668	NA
"ENSG00000055957.11_ITIH1"	0	0	NA	0	0	NA
"ENSG00000056050.7_HPF1"	0	0.224858328928034	0	0	0.293610368439753	0
"ENSG00000056097.16_ZFR"	0	0	0	0	0	0
"ENSG00000056277.16_ZNF280C"	0	0	0	0	0	0
"ENSG00000056291.17_NPFFR2"	0	0	NA	NA	0	NA
"ENSG00000056487.16_PHF21B"	0	0	NA	NA	0	NA
